"date","id","session_start","first_use","user_engagement","engagement_time_msec","mean_event_timestamp","mean_event_previous_timestamp","first_open_time","user_first_touch_timestamp","screen_view_count","firebase_screen_class","firebase_previous_class","firebase_event_origin","nro_events","device_category","platform","medium","source","geo_city","geo_country","ads_storage","play"
20250601,1748808654,FALSE,FALSE,TRUE,5200,1748808660818214,1745873813995002,FALSE,1692470190797000,0,"SplashActivity",NA,"auto",1,"mobile","ANDROID","organic","google-play",NA,"Brazil",TRUE,FALSE
20250601,1748808661,FALSE,FALSE,FALSE,0,1748808662319530,1748194826346001,FALSE,1728353932796000,1,"SplashActivity",NA,"auto",1,"mobile","ANDROID","organic","google-play","Paysandu","Uruguay",TRUE,FALSE
20250601,1748808680,FALSE,FALSE,FALSE,0,1748808681579066,1748658273530001,FALSE,1748650017721000,1,"SplashActivity",NA,"auto",1,"smart tv","ANDROID","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808743,FALSE,FALSE,TRUE,7342,1748808763785858,1748808754634000,FALSE,1748808743163000,0,"SFAuthenticationViewController",NA,"auto",1,"mobile","IOS",NA,NA,"Montevideo","Uruguay",TRUE,FALSE
20250601,1748808792,FALSE,FALSE,FALSE,1504,1748808792540382,1745698348404001,FALSE,1698964768879000,1,"SplashActivity",NA,"auto",1,"smart tv","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808801,FALSE,FALSE,FALSE,2647,1748808885870478,1748808884281007,FALSE,1722883539140000,1,"SinglePlayerActivity","MainActivity","auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808820,TRUE,FALSE,FALSE,0,1748808822452498,1748717518522000,FALSE,1738106361287000,0,NA,NA,"auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808827,FALSE,FALSE,FALSE,0,1748808964527744,1748808935277000,FALSE,1720664962902000,0,"ZappingActivity",NA,"app",1,"smart tv","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,TRUE
20250601,1748808838,FALSE,FALSE,TRUE,1857,1748809491289157,1748809195054500,FALSE,1721593455041000,1,"BitMovinPlayerViewController","HomeViewController","auto",2,"mobile","IOS","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748808856,FALSE,FALSE,FALSE,20792,1748808869421659,1748808857975503,FALSE,1737742209357000,2,"SinglePlayerActivity","MainActivity","auto",2,"mobile","ANDROID","preload","play-auto-installs","Montevideo","Uruguay",TRUE,FALSE
